id,billed_cost,effective_cost,list_cost,contracted_cost,billing_account_id,billing_account_name,billing_account_type,sub_account_id,sub_account_name,sub_account_type,billing_period_start,billing_period_end,charge_period_start,charge_period_end,billing_currency,pricing_currency,service_name,service_category,provider_name,publisher_name,invoice_issuer_name,charge_category,charge_class,charge_description,pricing_quantity,pricing_unit,sku_id,sku_price_id,sku_meter,sku_price_details,list_unit_price,contracted_unit_price,resource_id,resource_name,resource_type,region_id,region_name,availability_zone,capacity_reservation_id,capacity_reservation_status,commitment_discount_id,commitment_discount_type,commitment_discount_category,commitment_discount_name,commitment_discount_status,commitment_discount_quantity,commitment_discount_unit,consumed_quantity,consumed_unit,tags,pricing_category,pricing_currency_contracted_unit_price,pricing_currency_effective_cost,pricing_currency_list_unit_price,service_subcategory,charge_frequency,invoice_id,invoice_issuer,x_provider_data,x_raw_billing_data_id,x_provider_id,x_created_at,x_updated_at,_dlt_load_id,_dlt_id
08732828-91c0-48a4-924d-eed6e51acf68,0.003227,0.003227,0.003227,0.003227,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 21:00:00.000000,2025-07-19 22:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,193.62,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250719,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,193.62,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,cr6Rggc+O3FVcA
08e5bd46-af7d-4d2e-b899-44d7d7c9c8d2,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 07:00:00.000000,2025-07-16 08:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250716,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,oc8qhI67c9EO5A
096adc78-31b6-452b-bf87-e2a6afc54910,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-15 10:00:00.000000,2025-07-15 11:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250715,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,aJAJ8V8Jmr5S3w
0a5daf06-a179-4744-9add-0cd9c7b9e65e,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 01:00:00.000000,2025-07-16 02:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250716,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,HwYHpTmvJzgIeQ
0b0634c8-328a-449c-a75b-1cb177689412,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-20 02:00:00.000000,2025-07-20 03:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250720,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,BFDyAVs1Mh0JsA
0bd39a8e-c4e4-43e0-a588-3831e6c6527c,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 17:00:00.000000,2025-07-16 18:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250716,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,7fa1eRyiC1RMFw
0bf0af40-a4c0-46bd-a010-0a8b47281e29,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 05:00:00.000000,2025-07-18 06:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250718,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,O6N7PheYQbrDSw
0c11f2b7-8c85-48bb-9cfd-970b20725693,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 04:00:00.000000,2025-07-17 05:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250717,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,LUcX+4Z8leCIdw
0d2681dd-c103-491f-a1df-f7689831b011,0.011016,0.011016,0.011016,0.011016,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-18 09:00:00.000000,2025-07-18 10:00:00.000000,USD,,AWS Lambda,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,AWS Lambda EUW1-Lambda-GB-Second,660.97,GB-Second,aws-awslambda-usage,AWSLambda-EUW1-Lambda-GB-Second-20250718,,,1.66667e-05,0.0,arn:aws:lambda:eu-west-1:123456186370945b56:function:demo-fe9ef214,demo-function-b465fec5,,eu-west-1,EU (Ireland),,,,,,,,,,,660.97,GB-Second,,,,,,Serverless Functions,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AWSLambda""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,GkqTGgX+G9cP0g
0e6512dd-7862-4cb9-a283-fa8db7428b42,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-16 18:00:00.000000,2025-07-16 19:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250716,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,mCp2ZfzjuwtWwQ
0fcab0b6-71da-4d5f-90b3-bc06c7c04a7d,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-19 11:00:00.000000,2025-07-19 12:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250719,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,/mm2U94+/P5NJw
0ffc35be-35da-4303-8d10-8c7c73af8dee,0.017,0.017,0.017,0.017,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 04:00:00.000000,2025-07-17 05:00:00.000000,USD,,Amazon Relational Database Service,Databases,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Relational Database Service EUW1-InstanceUsage:db.t3.micro,1.0,Hrs,aws-amazonrds-usage,AmazonRDS-EUW1-InstanceUsage:db.t3.micro-20250717,,,0.017,0.0,arn:aws:rds:eu-west-1:123456186370945b56:db:demo-fb0453ce,demo-db-6e8f2936,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonRDS"", ""product_instanceType"": ""db.t3.micro""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,jlCO/GuNSCtf0w
100f114e-5e23-4876-abe3-a16e0f3b3fcc,0.0116,0.0116,0.0116,0.0116,123456186370945b56,123456186370945b56,BillingAccount,123456186370945b56,,Account,2025-07-01 00:00:00.000000,2025-07-31 23:59:59.000000,2025-07-17 01:00:00.000000,2025-07-17 02:00:00.000000,USD,,Amazon Elastic Compute Cloud,Compute,Amazon Web Services,Amazon Web Services,Amazon Web Services,Usage,,Amazon Elastic Compute Cloud EUW1-BoxUsage:t3.micro,1.0,Hrs,aws-amazonec2-usage,AmazonEC2-EUW1-BoxUsage:t3.micro-20250717,,,0.0116,0.0,i-0a1b2c3d4e5f67890,i-df2a30410f14,,eu-west-1,EU (Ireland),,,,,,,,,,,1.0,Hrs,,,,,,,Usage-Based,,,"{""bill_BillType"": ""Anniversary"", ""lineItem_LineItemType"": ""Usage"", ""lineItem_ProductCode"": ""AmazonEC2"", ""product_instanceType"": ""t3.micro"", ""product_operatingSystem"": ""Linux/UNIX""}",,16930d27-0405-4f26-a368-28ea0f88fee7,2025-07-22 13:44:18,2025-07-22 13:44:18,1753191857.9682343,OP0P2E5aXAEYDw
